Id,CHURN,Gender,Status,Children,Est Income,Car Owner,Age,Paymethod,Usage,RatePlan,pChurn,3_Class,5_Class,is_test_set
273,F,F,S,0,95786.8,Y,43.0,CC,108.79,4,0.7205345625838205,0.5,0.75,False
274,F,M,S,0,90321.6,N,30.0,Auto,12.39,2,0.438286893811683,0.5,0.5,False
275,T,M,S,0,90478.6,N,54.553332999999995,CC,154.49,2,0.7187448920900337,0.5,0.75,True
276,F,F,M,2,56187.0,N,42.0,CH,21.83,2,0.14753564033455066,0.0,0.25,False
277,T,F,S,1,37000.0,N,24.393333,CC,229.64,2,0.7799117486487583,1.0,0.75,False
278,F,M,M,2,29616.0,N,49.426667,CH,75.29,1,0.2444568637988208,0.0,0.25,False
279,F,M,M,0,19732.8,N,50.673333,CC,47.25,2,0.52058585844746,0.5,0.5,False
280,F,M,S,2,96.33,N,56.473333,CC,59.01,4,0.6626465115577495,0.5,0.75,False
281,F,F,M,2,52004.8,N,25.14,CH,28.14,1,0.16522792473116205,0.0,0.25,False
282,F,M,M,2,53010.8,N,18.84,CC,58.87,1,0.16021430873573786,0.0,0.25,False
283,F,M,M,0,75004.5,N,64.8,CC,58.72,2,0.3107676128189545,0.5,0.25,False
284,F,M,M,0,19749.3,N,60.36666700000001,CC,34.17,1,0.4832301272124788,0.5,0.5,False
285,F,M,S,1,57626.9,Y,43.906667,CC,48.35,3,0.6769800446973742,0.5,0.75,False
286,F,M,M,2,20078.0,N,32.846667,CC,15.98,4,0.2270905877716685,0.0,0.25,False
287,F,F,M,2,47902.0,N,26.033333,Auto,72.31,4,0.07427588799592226,0.0,0.0,False
288,T,M,M,1,7545.96,Y,16.753332999999998,CC,200.75,3,0.6185384686901659,0.5,0.5,False
289,T,F,S,0,78851.3,N,48.373333,CC,29.04,4,0.6713664482597035,0.5,0.75,True
290,T,F,S,1,17540.7,Y,62.786667,Auto,36.2,1,0.4985417135527496,0.5,0.5,False
291,T,F,M,0,83891.9,Y,61.02,CH,74.4,4,0.4039373023814825,0.5,0.5,False
292,T,F,M,2,28220.8,N,38.766667,CC,38.95,4,0.18488323118535088,0.0,0.25,False
293,T,F,S,0,28589.1,N,15.6,CC,100.28,4,0.8672719838079995,1.0,0.75,False
294,F,F,M,2,5237.63,N,48.753333000000005,CC,78.02,1,0.22448316174291613,0.0,0.25,False
295,T,M,S,2,89459.9,N,53.28,CC,36.05,3,0.3190235085573359,0.5,0.25,False
296,T,F,S,1,13576.5,N,39.426667,CC,40.49,4,0.744069188641461,0.5,0.75,False
297,F,F,S,0,81710.9,N,58.54,CC,36.42,4,0.6526289083073029,0.5,0.75,True
298,T,F,M,2,67388.0,N,53.12,CC,96.33,3,0.11514943214024105,0.0,0.0,True
299,F,F,M,1,57063.0,Y,52.333333,CH,98.1,4,0.3598637683285215,0.5,0.25,False
300,T,F,M,2,84166.1,N,54.013332999999996,CC,15.02,1,0.06683215794474275,0.0,0.0,True
301,T,F,S,1,7737.94,N,42.666667,CC,61.9,2,0.7494411467223099,0.5,0.75,False
302,T,M,S,2,100020.0,N,48.0,CH,314.62,4,0.5761065437528325,0.5,0.5,False
303,F,F,M,2,45287.6,Y,29.026667,CC,2.97,3,0.16556447279047448,0.0,0.25,True
304,T,F,M,2,59613.1,N,34.32,CC,175.78,2,0.1646468729050017,0.0,0.25,False
305,T,F,S,1,16326.7,N,50.613333000000004,CC,1.34,2,0.6770072901974371,0.5,0.75,True
306,T,F,S,2,9559.78,N,51.38,CC,77.91,3,0.5990988679058432,0.5,0.5,False
307,F,F,M,2,42031.8,N,50.753333000000005,CH,59.78,3,0.19245992455206046,0.0,0.25,True
308,F,F,M,2,83284.1,Y,28.42,Auto,35.96,3,0.047152329453784746,0.0,0.0,False
309,F,M,M,1,39229.1,N,26.26,CC,47.1,4,0.33902889660487256,0.5,0.25,False
310,F,F,D,1,68427.4,N,42.393333,Auto,73.81,4,0.16454940356759065,0.0,0.25,False
311,F,M,S,0,3601.71,N,49.266667,Auto,125.6,1,0.770363662783152,1.0,0.75,False
312,T,F,S,0,98716.3,N,55.66,CC,43.13,4,0.6020891173000938,0.5,0.5,False
313,F,F,S,2,66182.7,Y,62.48,Auto,58.87,2,0.21020299236476647,0.0,0.25,False
314,T,F,S,2,84789.3,N,50.433333000000005,CH,33.47,4,0.3830781626696502,0.5,0.5,False
315,T,F,M,2,35976.5,Y,48.853333,Auto,50.63,4,0.08853688188489436,0.0,0.0,False
316,F,F,M,0,32703.1,Y,64.92,CC,72.89,4,0.5068772568370277,0.5,0.5,True
317,F,F,M,2,8204.72,N,52.973333,CH,39.79,4,0.278773561692358,0.5,0.25,False
318,T,M,M,1,97180.4,N,50.6,CH,63.51,4,0.21153090524056692,0.0,0.25,False
319,T,F,S,2,38280.0,N,33.74,Auto,86.61,4,0.31781054728889113,0.5,0.25,False
320,T,M,S,0,64136.6,Y,61.106667,CC,142.37,2,0.8135553512610741,1.0,0.75,False
321,T,F,M,2,45429.7,Y,61.713333,CH,97.74,3,0.227403665214874,0.0,0.25,False
322,T,F,S,0,25285.5,N,53.986667000000004,CC,21.3,4,0.8110606951395414,1.0,0.75,True
323,F,F,M,2,77551.1,Y,33.6,CC,62.42,3,0.12428162174094877,0.0,0.0,False
324,T,F,M,0,38538.4,N,12.326667,CC,47.66,3,0.4805506966085669,0.5,0.5,True
325,F,F,S,0,69350.5,Y,57.42,CC,27.86,4,0.7339380822884196,0.5,0.75,False
326,T,M,S,2,43634.5,N,21.78,CC,143.5,4,0.6195810202775578,0.5,0.5,False
327,T,F,S,1,13109.1,N,62.606667,Auto,62.87,4,0.5187163672710462,0.5,0.5,False
328,T,M,S,1,92647.5,N,56.04666700000001,CC,32.13,4,0.4818457385664549,0.5,0.5,False
329,F,M,S,2,21021.6,Y,62.753333,CC,14.95,2,0.5769105843034975,0.5,0.5,False
330,T,M,S,0,74460.7,Y,55.34,CC,206.46,3,0.8312112092977194,1.0,0.75,False
331,T,F,S,2,28787.4,N,41.666667,Auto,86.06,3,0.3266129785278499,0.5,0.25,True
332,F,M,M,1,13091.6,N,59.126667000000005,CC,43.06,3,0.3674923982113984,0.5,0.25,True
333,F,F,M,2,62061.8,Y,45.92,Auto,82.08,4,0.06846395833125869,0.0,0.0,False
334,T,F,M,1,20550.9,Y,22.12,CC,85.64,4,0.4501276632320941,0.5,0.5,False
335,F,M,M,2,1765.41,N,18.766667,CC,47.99,1,0.2843725099738322,0.5,0.25,False
336,T,F,S,2,19131.1,N,56.18666700000001,Auto,57.07,1,0.2981528617323573,0.5,0.25,False
337,F,M,M,2,42750.3,Y,50.493333,Auto,134.97,2,0.1063819140276224,0.0,0.0,False
338,T,F,S,2,2842.55,N,45.92,Auto,0.79,4,0.3629911879302636,0.5,0.25,False
339,F,M,M,2,22358.1,N,52.626667000000005,CC,29.25,3,0.1989556160629052,0.0,0.25,True
340,F,M,M,0,47870.8,Y,27.26,CC,13.82,2,0.4815300633151615,0.5,0.5,False
341,F,F,S,2,6440.46,Y,41.0,CH,49.86,2,0.7142369899440781,0.5,0.75,False
342,T,F,S,0,7325.5,N,36.92,CC,190.06,2,0.9025099178454388,1.0,1.0,True
343,F,M,M,2,28766.9,N,46.84,CC,64.2,4,0.2143250011521444,0.0,0.25,False
344,F,M,M,1,5252.29,N,16.333333,Auto,19.73,2,0.23088440486554526,0.0,0.25,True
345,F,M,M,2,91272.2,Y,25.033333,CC,40.0,3,0.11896486764922233,0.0,0.0,False
346,T,M,S,0,69000.0,Y,52.266667,CC,137.0,4,0.823642392817875,1.0,0.75,False
347,F,M,M,2,1406.05,Y,19.306667,CC,26.72,3,0.3398680232117952,0.5,0.25,False
348,F,F,S,0,73228.3,N,43.0,Auto,50.58,2,0.4678104562997141,0.5,0.5,False
349,F,F,S,2,76231.9,N,63.806667000000004,Auto,152.76,4,0.21055432600328208,0.0,0.25,False
350,T,M,M,1,64792.3,N,52.146667,CH,51.41,1,0.2631065744014742,0.5,0.25,True
351,T,F,S,0,93322.1,Y,40.313333,CH,38.72,1,0.7233091659668104,0.5,0.75,True
352,T,M,M,1,63437.3,N,63.653332999999996,CC,14.98,3,0.19694791468788894,0.0,0.25,True
353,F,M,M,2,49910.7,Y,51.52,CC,51.14,1,0.1656053303157967,0.0,0.25,False
354,T,M,M,0,76161.4,Y,44.573333,CC,37.55,3,0.38164459439939546,0.5,0.5,True
355,F,F,M,2,55860.0,Y,14.573332999999998,CC,26.37,4,0.17274780035134987,0.0,0.25,False
356,T,F,S,1,12686.0,N,64.8,Auto,103.88,1,0.5089191469176614,0.5,0.5,False
357,F,M,M,2,57360.8,Y,53.253333,CC,67.61,2,0.16250747738447402,0.0,0.25,False
358,T,M,M,1,92414.7,Y,45.513333,CC,40.06,4,0.2004050989886466,0.0,0.25,False
359,T,M,M,1,60102.7,N,42.14,CH,72.29,4,0.3353904009934732,0.5,0.25,False
360,F,F,M,2,17888.7,N,43.0,CC,361.88,4,0.400122811258092,0.5,0.5,False
361,T,F,S,1,12526.3,N,53.553332999999995,CC,40.59,1,0.6991559895922079,0.5,0.75,False
362,T,F,S,2,14578.8,Y,60.933333,Auto,107.02,1,0.3887312579053297,0.5,0.5,False
363,T,M,M,0,78572.2,Y,42.346667,CC,51.09,3,0.3858056915886859,0.5,0.5,False
364,F,M,M,1,3933.74,N,17.86,CC,57.67,2,0.4602517560853573,0.5,0.5,False
365,F,F,M,2,48238.8,N,34.706666999999996,CC,191.32,1,0.1882029146792734,0.0,0.25,True
366,T,F,M,0,28770.9,N,12.34,CH,49.6,3,0.5970117045649217,0.5,0.5,True
367,F,F,M,2,87578.2,Y,53.36666700000001,CC,22.44,2,0.08371848073661475,0.0,0.0,True
368,F,F,M,2,86695.4,N,13.906667,CC,58.03,2,0.0954310964693708,0.0,0.0,False
369,F,F,S,2,76791.2,N,47.0,CC,43.71,1,0.3147978373743928,0.5,0.25,False
370,T,F,S,0,30763.8,Y,14.193332999999999,CC,57.17,4,0.87480553956691,1.0,0.75,False
371,F,F,M,2,3193.6,N,54.04666700000001,CH,118.82,3,0.3316722082328101,0.5,0.25,True
372,F,F,M,0,83287.0,N,56.193332999999996,Auto,119.82,4,0.15765881915052654,0.0,0.25,False
373,T,M,S,1,2056.06,Y,18.94,Auto,58.8,4,0.7075688779933509,0.5,0.75,False
374,F,F,M,2,7776.6,N,35.706666999999996,CC,94.2,3,0.25967277367553243,0.5,0.25,True
375,F,M,M,1,2067.82,N,47.853333,CC,85.9,2,0.4418743598513646,0.5,0.5,False
376,T,M,S,0,77000.0,N,63.353333,CC,20.74,3,0.6775293901561105,0.5,0.75,False
377,F,F,M,2,69343.3,N,42.166667,CC,21.91,2,0.0935785147266386,0.0,0.0,False
378,F,F,M,0,83287.0,N,44.0,Auto,24.46,2,0.12100542042708175,0.0,0.0,False
379,F,F,M,0,14932.5,N,46.0,CC,11.42,2,0.477324284524061,0.5,0.5,False
380,F,F,S,0,27498.1,N,52.646667,CC,12.08,4,0.8029775125436533,1.0,0.75,False
381,F,F,M,2,21419.9,N,59.833332999999996,CC,129.51,1,0.19809170988616784,0.0,0.25,True
382,F,F,M,2,30665.2,Y,22.88,Auto,77.44,4,0.11784122695467718,0.0,0.0,True
383,F,F,M,1,70000.0,Y,67.0,Auto,37.04,2,0.08450424061893773,0.0,0.0,True
384,F,F,M,2,50561.3,N,46.0,CH,129.91,2,0.20155122132813014,0.0,0.25,False
385,T,F,S,2,23464.0,Y,61.0,CC,64.14,3,0.5773475951830075,0.5,0.5,False
386,F,F,M,2,194.57,N,47.0,CC,67.21,2,0.2433308862404157,0.0,0.25,False
387,F,F,M,1,98680.4,Y,46.0,CH,26.44,4,0.2027313702715176,0.0,0.25,False
388,T,M,M,0,65619.7,Y,52.646667,CC,158.22,2,0.482328671344922,0.5,0.5,False
389,F,F,M,1,95620.3,Y,47.0,CC,104.53,4,0.194770837367293,0.0,0.25,False
390,F,F,S,0,85275.0,N,62.0,Auto,174.09,1,0.4716475611636234,0.5,0.5,False
391,F,F,M,1,66921.4,Y,46.0,CC,24.67,1,0.20225214488431786,0.0,0.25,False
392,F,F,M,1,98453.6,Y,70.0,Auto,25.38,4,0.059600103465228524,0.0,0.0,False
393,F,F,M,2,94026.8,Y,27.746667,CC,35.63,2,0.09177393777880936,0.0,0.0,False
394,F,F,S,2,57420.0,Y,55.0,Auto,277.72,4,0.401142928184873,0.5,0.5,True
395,T,M,M,0,66666.0,N,45.486667,CC,34.35,1,0.3372920877170256,0.5,0.25,False
396,F,M,M,2,47639.1,N,41.0,CC,57.11,4,0.17282893057078896,0.0,0.25,False
397,F,F,M,2,63234.5,Y,52.36,CH,1.16,4,0.15915176841491932,0.0,0.25,False
398,F,F,M,2,18296.4,Y,42.626667,CC,10.47,4,0.22700761211568066,0.0,0.25,True
399,T,F,S,0,39461.0,N,22.226667000000003,CC,126.68,1,0.8318463656693974,1.0,0.75,False
400,F,F,S,1,70000.0,N,56.193332999999996,Auto,86.12,1,0.3058876763460219,0.5,0.25,False
401,F,M,M,1,47371.0,Y,54.96,CC,270.97,4,0.4775803268641358,0.5,0.5,False
402,F,F,M,2,52957.0,Y,39.746666999999995,CH,151.32,4,0.27067190142120845,0.5,0.25,False
403,F,F,S,2,86747.1,N,64.85333299999999,Auto,57.4,4,0.14606980819118334,0.0,0.25,False
404,F,F,M,1,87404.6,N,63.18666700000001,Auto,160.84,2,0.07781365291184791,0.0,0.0,False
405,F,F,M,2,85394.0,Y,20.16,Auto,35.69,2,0.045726234567077806,0.0,0.0,False
406,T,F,S,0,2121.36,N,39.786667,CC,38.8,3,0.8688861473916519,1.0,0.75,False
407,F,F,M,2,63566.1,Y,56.3,CH,73.03,4,0.1850809365400588,0.0,0.25,False
408,F,F,S,0,89813.6,N,12.846667,CC,166.18,4,0.7638042370477306,1.0,0.75,True
409,F,F,M,2,82644.2,Y,33.493333,CC,41.85,2,0.1053311866228704,0.0,0.0,False
410,T,F,S,1,27783.6,N,14.04,CC,29.58,2,0.7063826270738699,0.5,0.75,False
411,F,F,M,2,60485.5,N,41.666667,Auto,40.41,3,0.049640371029883085,0.0,0.0,True
412,F,F,M,2,809.43,Y,31.913333,CH,2.89,4,0.3541323167412305,0.5,0.25,False
413,T,M,S,1,76529.8,N,58.28,CC,43.89,4,0.5470818330145024,0.5,0.5,True
414,F,F,M,2,34577.7,N,63.253333,CH,145.75,4,0.2504861915240332,0.5,0.25,False
415,F,F,M,0,66666.0,N,67.0,Auto,73.02,1,0.14372425462972846,0.0,0.25,True
416,T,F,S,2,19008.4,Y,52.166667,CC,147.74,4,0.6747916985021762,0.5,0.75,True
417,F,F,M,0,98056.3,N,55.966667,Auto,150.67,1,0.12381085038278747,0.0,0.0,False
418,T,M,M,0,80000.0,Y,53.213333,CH,2.21,1,0.3823226995601345,0.5,0.5,False
419,T,M,M,0,78894.2,N,52.74,CH,46.65,3,0.39044931525699456,0.5,0.5,False
420,T,M,S,1,16432.1,Y,20.92,CH,109.78,4,0.8857609654447499,1.0,1.0,False
421,F,M,S,1,62797.9,N,32.0,CH,68.09,2,0.6995208959452393,0.5,0.75,False
422,T,M,S,1,71329.9,Y,42.233333,CC,63.75,3,0.6435801775398949,0.5,0.75,True
423,T,F,S,0,20913.6,N,53.013332999999996,CC,95.93,1,0.8313432008921331,1.0,0.75,False
424,T,F,S,1,540.4,Y,39.213333,Auto,20.1,3,0.6101686488810772,0.5,0.5,False
425,F,M,M,2,67339.8,N,17.006667,CC,81.72,3,0.1557420701520556,0.0,0.25,False
426,T,M,M,1,75799.9,N,46.38,CC,94.06,2,0.2138950978501886,0.0,0.25,False
427,T,F,S,2,15688.5,N,53.06,CC,22.42,3,0.534068225079076,0.5,0.5,True
428,T,F,S,0,43382.3,N,16.073332999999998,CH,138.37,3,0.8842975408499509,1.0,1.0,False
429,T,F,S,0,5185.31,N,62.053332999999995,CC,52.9,4,0.858186539324267,1.0,0.75,True
430,T,F,D,1,13011.4,N,16.06,CC,134.45,3,0.6023067614907781,0.5,0.5,False
431,T,F,S,0,35000.0,N,22.433332999999998,CH,106.53,4,0.8886352001837229,1.0,1.0,False
432,F,F,M,2,80087.7,N,41.92,CC,31.56,3,0.08703872232283175,0.0,0.0,True
433,F,F,M,2,59691.3,N,38.04,CC,278.65,1,0.19840241708128,0.0,0.25,False
434,T,F,S,2,11251.1,Y,52.0,CC,141.91,4,0.6962830205322991,0.5,0.75,False
435,T,M,M,1,70908.7,N,49.62,CC,55.47,1,0.19575435040818387,0.0,0.25,False
436,T,M,S,0,94928.3,N,40.18,CC,93.78,1,0.6750125492201831,0.5,0.75,False
437,F,F,M,2,50622.3,N,40.46,Auto,112.72,3,0.07014582508595636,0.0,0.0,False
438,T,M,M,0,100020.0,Y,52.266667,CC,39.32,4,0.3035853067811581,0.5,0.25,True
439,T,M,M,0,65000.0,Y,52.266667,CH,92.37,1,0.5038830305842558,0.5,0.5,True
440,F,F,S,2,93559.1,N,57.62,CC,31.42,4,0.2734383841804948,0.5,0.25,False
441,T,F,M,1,56722.8,N,60.593332999999994,CC,74.77,4,0.22658983725193305,0.0,0.25,False
442,T,M,M,1,120000.0,N,53.213333,CC,3.22,1,0.08930275062996841,0.0,0.0,False
443,T,F,S,2,3416.62,Y,22.76,CC,123.7,1,0.7152253699276532,0.5,0.75,False
444,F,F,M,0,78000.0,Y,55.63333299999999,Auto,10.39,3,0.14822886911346655,0.0,0.25,False
445,T,M,M,0,73400.0,Y,53.213333,CC,40.9,2,0.3691839737117351,0.5,0.25,False
446,F,F,M,2,8032.16,N,45.666667,CC,88.77,3,0.2443522842979702,0.0,0.25,False
447,F,F,D,1,93454.3,Y,48.533333,Auto,44.13,2,0.11838285563044915,0.0,0.0,False
448,T,M,M,0,5745.0,Y,15.38,CC,44.11,1,0.6607910706373863,0.5,0.75,False
449,F,F,S,0,77000.0,N,58.56,Auto,215.96,2,0.5511774361717299,0.5,0.5,False
450,F,F,S,0,92564.1,Y,49.133333,Auto,74.86,3,0.4711692591032919,0.5,0.5,True
451,T,M,S,0,68000.0,Y,49.0,CH,90.25,3,0.8464714331543725,1.0,0.75,False
452,F,F,M,2,48322.5,Y,49.333333,CC,50.29,2,0.1545017045609147,0.0,0.25,False
453,F,M,S,2,78373.5,N,35.346667,Auto,199.91,2,0.27435548625693323,0.5,0.25,False
454,F,F,M,2,81913.8,Y,49.66,CC,53.03,3,0.1048513976682464,0.0,0.0,False
455,T,F,S,0,919.93,N,38.26,CH,120.71,4,0.9262092538929192,1.0,1.0,False
456,F,F,M,2,69486.8,N,30.946666999999998,CC,17.11,3,0.10277182469086593,0.0,0.0,False
457,F,F,M,2,24482.8,N,33.533333,CH,2.0,4,0.234179316433691,0.0,0.25,False
458,F,F,M,0,14573.6,N,64.606667,CC,263.58,4,0.6555896116643045,0.5,0.75,False
459,F,F,M,2,92103.8,N,52.153333,CC,14.86,4,0.06970485850949944,0.0,0.0,False
460,T,F,S,2,8392.14,Y,36.68,CH,87.16,1,0.725609972033157,0.5,0.75,False
461,T,F,S,0,17138.2,N,63.786667,CC,104.69,2,0.8404698348966801,1.0,0.75,False
462,F,F,M,2,47010.1,N,57.406667000000006,CC,167.31,2,0.16752047791959673,0.0,0.25,False
463,F,F,S,0,67239.4,N,44.433333000000005,Auto,66.7,1,0.4870531962577195,0.5,0.5,False
464,F,M,M,1,69406.7,Y,38.0,CC,142.23,2,0.31112983603288163,0.5,0.25,True
465,F,F,M,2,83259.3,N,50.88,CC,4.46,1,0.06694495509966711,0.0,0.0,False
466,F,M,M,1,20818.5,N,12.68,Auto,63.28,2,0.216689880042584,0.0,0.25,False
467,F,F,M,2,2185.6,N,52.513332999999996,CH,28.07,1,0.2601829739257225,0.5,0.25,False
468,T,M,M,1,76511.3,N,62.08,CC,42.52,2,0.17352283455347356,0.0,0.25,False
469,T,F,M,1,34555.0,N,23.0,CH,34.61,4,0.3861962057314168,0.5,0.5,False
470,F,F,M,2,11234.7,Y,49.046667,CC,113.42,2,0.2772292102357824,0.5,0.25,False
471,F,F,M,2,36660.9,Y,39.96,CH,3.36,3,0.2252112906051011,0.0,0.25,True
472,F,F,M,2,68462.8,N,34.4,CC,90.84,1,0.11328484980403372,0.0,0.0,False
473,F,F,M,2,72841.3,N,47.02,CC,82.53,2,0.10206510539333777,0.0,0.0,False
474,F,F,M,2,63670.8,Y,46.146667,Auto,78.87,3,0.0631917127586401,0.0,0.0,False
475,T,M,S,0,80000.0,N,41.0,CC,70.7,3,0.7276436181571461,0.5,0.75,False
476,F,F,S,1,83287.0,Y,47.0,Auto,120.53,3,0.3681301563465686,0.5,0.25,False
477,F,M,M,0,12387.6,N,56.17333299999999,Auto,93.85,2,0.3482429544350804,0.5,0.25,False
478,F,F,M,1,82931.3,N,64.64,Auto,137.25,1,0.07344543529665963,0.0,0.0,True
479,F,F,M,2,57483.9,N,44.026666999999996,CH,44.3,3,0.15857003818616086,0.0,0.25,True
480,T,F,S,2,21274.0,N,45.526666999999996,Auto,43.31,4,0.3295782492380859,0.5,0.25,True
481,F,F,M,2,28267.0,N,30.093333,CC,214.41,2,0.2657852634023937,0.5,0.25,True
482,F,F,M,2,36725.1,N,55.793333,CH,94.88,3,0.21709794925538065,0.0,0.25,True
483,T,M,S,1,94188.3,N,57.54666700000001,CC,41.51,4,0.4806813010967624,0.5,0.5,True
484,F,F,M,2,91861.0,Y,41.98,CC,22.06,2,0.08412005026383228,0.0,0.0,False
485,T,F,S,1,12374.9,Y,33.493333,Auto,123.59,1,0.6246649860107654,0.5,0.5,False
486,T,F,M,2,69133.9,Y,26.833333000000003,CH,46.32,1,0.165918765768163,0.0,0.25,True
487,F,F,M,2,84948.0,Y,29.446666999999998,CH,23.73,3,0.13802000838015474,0.0,0.25,False
488,F,F,M,2,30998.8,N,40.96,Auto,52.91,3,0.07795164670781311,0.0,0.0,False
489,F,M,D,1,21416.5,N,35.653333,CC,27.61,2,0.4928658504329457,0.5,0.5,False
490,F,M,S,1,78554.2,N,16.7,Auto,35.88,2,0.34704385691720235,0.5,0.25,False
491,T,M,S,1,3960.5,N,14.693332999999999,Auto,96.13,2,0.6618823302199649,0.5,0.75,False
492,T,M,M,0,60101.1,Y,63.766667000000005,CH,157.96,2,0.5650405632919872,0.5,0.5,False
493,F,F,M,2,38215.9,N,30.886667,Auto,0.97,4,0.06798425732154821,0.0,0.0,False
494,T,F,M,1,13829.4,N,20.0,CC,176.61,1,0.4527926300342167,0.5,0.5,False
495,F,F,M,2,49745.3,N,47.966667,CH,27.28,2,0.15727353722115311,0.0,0.25,True
496,F,F,M,2,88427.0,N,13.86,CC,69.97,2,0.09626046984568463,0.0,0.0,False
497,F,F,M,2,98003.7,Y,26.273333,CC,84.42,3,0.10452232748704793,0.0,0.0,True
498,T,M,S,0,89142.7,N,53.693332999999996,CC,16.91,4,0.6593424524414354,0.5,0.75,False
499,F,F,S,0,74530.8,N,63.086667000000006,Auto,127.89,3,0.5015099542645927,0.5,0.5,False
500,T,F,S,0,40120.0,N,22.0,CC,265.78,3,0.8910531638271816,1.0,1.0,False
501,F,F,M,2,76289.2,N,48.206666999999996,CC,104.63,3,0.10742108268397844,0.0,0.0,False
502,T,M,M,1,66931.9,N,63.933333,CC,17.46,3,0.1896785628173176,0.0,0.25,False
503,T,F,D,0,40120.0,Y,21.0,CC,108.3,2,0.6858010907912441,0.5,0.75,False
504,T,F,M,1,40120.0,N,22.0,Auto,48.08,4,0.14905352114874573,0.0,0.25,False
505,T,F,S,0,40120.0,N,24.0,CC,168.28,3,0.8584192320286592,1.0,0.75,False
506,T,F,S,0,40120.0,N,24.0,CC,65.79,2,0.8099462581131971,1.0,0.75,False
507,T,F,S,2,42000.0,N,23.0,Auto,41.78,4,0.2921331532426216,0.5,0.25,False
508,T,F,S,0,40120.0,N,20.0,Auto,23.52,4,0.629409864808478,0.5,0.75,False
509,T,F,S,2,40120.0,N,22.0,CC,62.95,2,0.5079425894926058,0.5,0.5,False
510,T,F,S,1,40120.0,N,21.0,CC,134.75,1,0.7128600483312281,0.5,0.75,False
511,F,F,M,2,90271.6,N,44.926667,CC,110.4,1,0.0838809920369643,0.0,0.0,False
512,F,F,M,2,64816.6,Y,31.126666999999998,CC,27.87,4,0.14211548615521696,0.0,0.25,False
513,F,F,M,2,98217.1,N,44.98,CC,42.74,4,0.07201226065531997,0.0,0.0,False
514,T,F,S,1,2929.13,N,53.50666700000001,CH,102.23,1,0.8157313464111104,1.0,0.75,True
515,F,F,M,2,41876.6,Y,44.093333,CC,139.44,4,0.2302495105535931,0.0,0.25,False
516,T,M,M,0,96223.4,Y,64.76,CC,18.18,3,0.2761097947403793,0.5,0.25,False
517,T,F,S,0,15989.3,N,61.693332999999996,CC,29.17,3,0.8206021776022171,1.0,0.75,False
518,T,M,M,0,69168.4,Y,62.426667,CC,234.91,3,0.5231151091321867,0.5,0.5,True
519,F,M,M,1,92148.5,Y,38.0,CC,113.68,2,0.22819802704632916,0.0,0.25,False
520,F,M,M,0,96681.0,Y,19.76,CC,73.76,2,0.3588990587569674,0.5,0.25,False
521,F,M,S,0,62705.9,Y,39.0,CC,33.44,2,0.7876006354247902,1.0,0.75,False
522,F,M,S,0,80221.2,N,29.026667,Auto,50.48,2,0.5052119530720655,0.5,0.5,False
523,F,M,S,0,84479.2,N,28.0,CC,56.23,2,0.7114792811167228,0.5,0.75,False
524,F,F,M,2,64977.4,N,38.193333,CC,45.77,3,0.11306187347974275,0.0,0.0,False
525,T,F,M,0,77994.0,N,50.553333,CH,102.02,1,0.3715554193733984,0.5,0.25,False
526,F,M,M,2,90103.7,N,34.946667,CC,66.45,4,0.1057378151290974,0.0,0.0,True
527,T,F,M,0,59008.4,Y,30.18,CC,31.59,1,0.395292969469214,0.5,0.5,True
528,F,M,M,2,5265.35,N,52.873332999999995,Auto,31.1,3,0.1134778689494487,0.0,0.0,False
529,F,M,S,1,84978.1,N,21.64,CH,88.79,2,0.6544496879275684,0.5,0.75,False
530,F,F,M,2,36647.9,N,49.986667,CC,107.38,4,0.18583161740313892,0.0,0.25,True
531,T,F,S,0,64319.2,N,41.226667,CH,40.16,1,0.7640331694124901,1.0,0.75,False
532,F,F,S,1,73338.0,N,48.246666999999995,Auto,29.93,2,0.28197475107169473,0.5,0.25,True
533,T,F,S,0,433.74,N,60.746667,CC,44.22,2,0.8522036289957872,1.0,0.75,False
534,F,F,M,2,16962.2,N,45.36,CC,27.57,2,0.18370129949757846,0.0,0.25,True
535,F,M,M,2,10708.3,N,26.026667,CH,142.95,1,0.3769775647399431,0.5,0.5,True
536,T,F,M,0,2031.61,N,20.3,CC,109.04,1,0.6217560414245239,0.5,0.5,False
537,F,F,S,2,16938.5,N,52.0,CH,22.11,3,0.6089289879628251,0.5,0.5,False
538,F,F,M,0,55221.0,N,43.0,CC,15.69,1,0.3290978001090881,0.5,0.25,True
539,F,F,M,1,8073.11,N,46.0,Auto,89.05,4,0.21567854881547774,0.0,0.25,False
540,F,M,M,0,95448.6,Y,53.68,CH,29.46,4,0.3821591422348819,0.5,0.5,False
541,T,M,S,1,24141.5,Y,17.006667,CC,125.87,1,0.8223675136997762,1.0,0.75,False
542,F,M,S,2,63152.6,Y,63.17333299999999,CC,70.01,1,0.44755822351030106,0.5,0.5,False
543,F,M,S,1,31952.0,N,34.266667,CC,4.87,2,0.6870263300805766,0.5,0.75,True
544,F,M,S,2,72084.7,N,55.64,CC,38.13,2,0.3639823585607231,0.5,0.25,True
545,F,F,S,0,42760.5,N,47.0,CC,53.7,4,0.7915733663665592,1.0,0.75,False
546,F,F,S,1,49072.0,N,48.0,Auto,34.25,3,0.3758630405252077,0.5,0.5,False
547,F,F,M,0,27371.8,Y,52.646667,CC,142.7,3,0.5835788233131527,0.5,0.5,False
